reactant_1,reactant_2,product,Yield
COC(=O)c1ccc(O)c([N+](=O)[O-])c1,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,COC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)c([N+](=O)[O-])c1,96.3
CC(=O)Cl,COc1ccc(CNc2cc(Cl)nn3c(C(=O)Nc4ccncc4F)cnc23)cc1,COc1ccc(CN(C(C)=O)c2cc(Cl)nn3c(C(=O)Nc4ccncc4F)cnc23)cc1,89.0
COc1c(Cl)cc(C(=O)Cl)cc1[N+](=O)[O-],c1cc2c(cn1)OCCN2,COc1c(Cl)cc(C(=O)N2CCOc3cnccc32)cc1[N+](=O)[O-],81.0
COc1c(Br)cc(C(=O)Cl)cc1Br,Clc1nccc2c1NCCO2,COc1c(Br)cc(C(=O)N2CCOc3ccnc(Cl)c32)cc1Br,50.0
Brc1cnc2c(c1)NCCO2,COc1cncc(B2OC(C)(C)C(C)(C)O2)c1,COc1cncc(-c2cnc3c(c2)NCCO3)c1,80.0
Cc1cnc(O)c([N+](=O)[O-])c1,O=P(Cl)(Cl)Cl,Cc1cnc(Cl)c([N+](=O)[O-])c1,97.0
CCCS(=O)(=O)Cl,Nc1ccc(Cl)c(C(=O)OCc2ccccc2)c1F,CCCS(=O)(=O)N(c1ccc(Cl)c(C(=O)OCc2ccccc2)c1F)S(=O)(=O)CCC,72.7
Nc1cc(CC(F)(F)F)n[nH]1,O=CC(C=O)[N+](=O)[O-],O=[N+]([O-])c1cnc2[nH]nc(CC(F)(F)F)c2c1,36.1
Cc1ccc(S(=O)(=O)n2nc(O)cc2N)cc1,O=CC(C=O)[N+](=O)[O-],Cc1ccc(S(=O)(=O)n2nc(O)c3cc([N+](=O)[O-])cnc32)cc1,63.8
Nc1cc(OCCO)n[nH]1,O=CC(C=O)[N+](=O)[O-],O=[N+]([O-])c1cnc2cc(OCCO)nn2c1,36.9
C[O-],ClCc1cn2ccc(Br)cc2n1,COCc1cn2ccc(Br)cc2n1,33.9
CCOC(=O)C(=O)CBr,Nc1ccc(NC(=O)c2cc3cc(F)ccc3n2Cc2cccc(F)c2)cn1,CCOC(=O)c1cn2cc(NC(=O)c3cc4cc(F)ccc4n3Cc3cccc(F)c3)ccc2n1,40.5
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,CCOc1ccc(Cc2cc([C@@H]3O[C@H](COC(c4ccccc4)(c4ccccc4)c4ccccc4)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,88.0
CC(=O)O[C@H]1[C@H](c2ccc(Cl)c(Cc3ccc(O)cc3)c2)OC2(CC2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,CC(=O)O[C@H]1[C@H](c2ccc(Cl)c(Cc3ccc(OS(=O)(=O)C(F)(F)F)cc3)c2)OC2(CC2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,84.8
CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,COC(=O)Cc1ccc(CO)cc1,COC(=O)Cc1ccc(CO[Si](C(C)C)(C(C)C)C(C)C)cc1,15.0
COC(=O)C1CCN(c2ccc(N)cc2C(F)(F)F)CC1,O=[N+]([O-])c1cnc2ccc(Br)cc2c1Cl,COC(=O)C1CCN(c2ccc(Nc3c([N+](=O)[O-])cnc4ccc(Br)cc34)cc2C(F)(F)F)CC1,90.4
CC(=O)OC(C)=O,CC(C)N1CCN(c2nc3ccc(C(=N)NO)cc3s2)CC1,Cc1nc(-c2ccc3nc(N4CCN(C(C)C)CC4)sc3c2)no1,16.7
CCOC(=O)C1(C)CCC(O)CC1,O=C1NC(=O)c2ccccc21,CCOC(=O)C1(C)CCC(N2C(=O)c3ccccc3C2=O)CC1,63.5
BrC1CCCC1,COc1cc(S(=O)(=O)N[C@H]2CC[C@H](C(=O)N[C@H](C)c3ccc(F)cc3)CC2)ccc1O,COc1cc(S(=O)(=O)N[C@H]2CC[C@H](C(=O)N[C@H](C)c3ccc(F)cc3)CC2)ccc1OC1CCCC1,50.0
C#CCCCO,Nc1ccc(I)cc1,Nc1ccc(C#CCCCO)cc1,76.1
CCOC(=O)C[C@@H](Cc1ccc(Br)cc1)NC(=O)CCC(=O)O,OB(O)c1ccc(F)cc1,CCOC(=O)C[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)NC(=O)CCC(=O)O,56.4
CC(C)(C)OC(=O)C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,COC(=O)CCN,COC(=O)CCNC(=O)[C@@H](CC(=O)OC(C)(C)C)Cc1ccc(-c2ccccc2)cc1,92.4
CI,COC(=O)[C@H](O)C(Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C,COC(=O)[C@H](OC)C(Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C,79.5
C#C[Si](C)(C)C,Nc1cc(F)c(Br)cc1I,C[Si](C)(C)C#Cc1cc(Br)c(F)cc1N,8.0
CC(C)(C)c1ccc(OCC(=O)O)cc1,COC(=O)c1ccc(O)c(N)c1,COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C(C)(C)C)cc2)c1,89.0
NC(=O)c1ccnc(N)c1,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,NC(=O)c1ccnc(NC(=O)COc2cc(Cl)c(Cl)cc2Cl)c1,41.1
C=[N+]=[N-],CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OC(C)(C)C,96.1
Cn1c(=O)oc(=O)c2ccccc21,NCC(=O)O,CN1C(=O)CNC(=O)c2ccccc21,67.3
CCOP(=O)(Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)OCC,O=Cc1ccccc1Cl,Clc1ccccc1C=Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,90.8
ClCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Oc1cccc(Cl)c1Cl,Clc1cccc(OCc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)c1Cl,66.5
CS(=O)c1nccc(-n2ccc3c(OCCCS(C)(=O)=O)cccc32)n1,NC1CCC(CO)CC1,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(NC2CCC(CO)CC2)n1,49.1
O=C([O-])O,S=C1CCCc2[nH]ccc21,CSc1cccc2[nH]ccc12,58.2
CSC,c1ccc2[nH]ccc2c1,CSc1c[nH]c2ccccc12,98.6
COCOc1cc(OCOC)c(C(C)C)cc1Br,O=C=O,COCOc1cc(OCOC)c(C(C)C)cc1C(=O)O,62.0
COCOc1cc(OCOC)c(C(C)C)cc1-c1n[nH]c(=S)n1-c1ccc(CN2CCOCC2)cc1,O=C([O-])[O-],COCOc1cc(OCOC)c(C(C)C)cc1-c1nnc(SC)n1-c1ccc(CN2CCOCC2)cc1,87.4
CC(C)c1cc(C(=O)O)c(OCc2ccccc2)cc1OCc1ccccc1,On1nnc2ccccc21,CC(C)c1cc(C(=O)NN2CCCCC2)c(OCc2ccccc2)cc1OCc1ccccc1,86.4
BrP(Br)Br,COC(=O)c1cc(C(C)O)c2oc(N3CCOCC3)cc(=O)c2c1,COC(=O)c1cc(C(C)Br)c2oc(N3CCOCC3)cc(=O)c2c1,79.1
C#Cc1cc(N)cc(F)c1,CC(Br)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,C#Cc1cc(F)cc(NC(C)c2cc(C(=O)N(C)C)cc3c(=O)cc(N4CCOCC4)oc23)c1,86.3
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)O)cc2c(=O)cc(N3CCOCC3)oc12,CNCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)cc2c(=O)cc(N3CCOCC3)oc12,94.0
CC(Br)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCO[C@@H](C)C3)oc12,Nc1cc(F)cc(F)c1,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCO[C@@H](C)C3)oc12,60.0
CCS(=O)c1cc(=O)c2cc(C(=O)OC)cc(C(C)Nc3cc(F)cc(F)c3)c2o1,C[C@H]1COCCN1,COC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOC[C@@H]3C)cc(=O)c2c1,34.4
ClCCl,S=c1[nH]c2nccnc2s1,Clc1nc2nccnc2s1,53.0
CS(=O)(=O)OS(C)(=O)=O,OCCc1coc2cc(Oc3nc4ncccc4s3)ccc12,CS(=O)(=O)OCCc1coc2cc(Oc3nc4ncccc4s3)ccc12,100.0
O=S(Cl)Cl,OCc1cc2ccc(Oc3nc4ncccc4s3)cc2s1,ClCc1cc2ccc(Oc3nc4ncccc4s3)cc2s1,82.6
CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Cl)n2)cc1)OCC,CCO[C@H]1CC[C@@H](c2ccc(N)c3c2CN(C)C3=O)CC1,CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc([C@H]4CC[C@@H](OCC)CC4)c4c3C(=O)N(C)C4)n2)cc1)OCC,69.0
COC(=O)C(C)C(OC)OC,Nc1cc([N+](=O)[O-])ccc1Br,COC(=O)C(C)=CNc1cc([N+](=O)[O-])ccc1Br,67.5
CCC(N)C1(C(F)(F)F)CCC(O)CC1,COc1nccc2cc(F)c(Cl)cc12,CCC(N)C1(C(F)(F)F)CCC(Oc2cc3ccnc(OC)c3cc2Cl)CC1,29.2
CC(C)CCBr,O=c1ccc(Br)c[nH]1,CC(C)CCn1cc(Br)ccc1=O,62.0
COc1ccc(-c2nc3ccccc3s2)cn1,Fc1cc(CBr)ccc1Cl,O=c1ccc(-c2nc3ccccc3s2)cn1Cc1ccc(Cl)c(F)c1,58.0
COc1ccc(B(O)O)cc1,O=c1ccc(Br)cn1Cc1ccc(Cl)cc1F,COc1ccc(-c2ccc(=O)n(Cc3ccc(Cl)cc3F)c2)cc1,100.0
COc1ccc(N(C)c2ccc(F)cc2)cn1,Clc1ccc(CBr)cc1,CN(c1ccc(F)cc1)c1ccc(=O)n(Cc2ccc(Cl)cc2)c1,34.0
CC(C)(C)OC(=O)Nc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1Cl,NOP(=O)(c1ccccc1)c1ccccc1,CC(C)(C)OC(=O)N(N)c1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1Cl,72.6
CC(C)OC(=O)c1cc(Cl)ccn1,O=C(OO)c1cccc(Cl)c1,CC(C)OC(=O)c1cc(Cl)cc[n+]1[O-],69.6
CC(C)(C)OC(=O)N1CCC(N=C(c2ccccc2)c2ccccc2)C(O)C1,[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1,CC(C)(C)OC(=O)N1CC[C@H](N=C(c2ccccc2)c2ccccc2)[C@H](N=[N+]=[N-])C1,71.4
Cc1cccc(/C=N/O)n1,O=C1CCC(=O)N1Cl,Cc1cccc(C(Cl)=NO)n1,99.8
CC(C)CCON=O,N#CCc1ccccc1,N#C/C(=N\O)c1ccccc1,50.4
CCCCCCCCCCCC(=O)N[C@H]1CCC(=O)OC1=O,CO,CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)O,84.4
CCOC(=O)c1cc2cccc([Si](C)(C)C)c2[nH]1,Fc1cccc(CBr)c1,CCOC(=O)c1cc2cccc([Si](C)(C)C)c2n1Cc1cccc(F)c1,63.2
C[Si](C)(C)c1cccc2cc(C(=O)O)n(Cc3cccc(F)c3)c12,Nc1ccc(N2CC(O)C2)nc1,C[Si](C)(C)c1cccc2cc(C(=O)Nc3ccc(N4CC(O)C4)nc3)n(Cc3cccc(F)c3)c12,12.6
COc1ccc(N)nc1,O=C(CBr)c1ccc(O)c(I)c1,COc1ccc2nc(-c3ccc(O)c(I)c3)cn2c1,59.8
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CCOC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(O)ccc2n1Cc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(O)ccc2n1Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,87.8
CC(=O)OC(C)=O,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC[C@H]1CCCN1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC[C@H]1CCCN1C(C)=O,66.0
CCOC(=O)c1c(Cl)nc2cc(C(C)(C)C)ccc2c1C,CCS,CCOC(=O)c1c(SCC)nc2cc(C(C)(C)C)ccc2c1C,65.2
COC(=O)CCS,O=C(NCc1cccs1)c1cc2ccccc2nc1Cl,COC(=O)CCSc1nc2ccccc2cc1C(=O)NCc1cccs1,53.3
CCSc1nc2cc(C(F)(F)F)ccc2c(O)c1C(=O)NCc1cccc(F)c1,O=P(Cl)(Cl)Cl,CCSc1nc2cc(C(F)(F)F)ccc2c(Cl)c1C(=O)NCc1cccc(F)c1,48.0
COC(=O)c1ccc(Br)c(C)c1,COc1ccccc1B(O)O,COC(=O)c1ccc(-c2ccccc2OC)c(C)c1,80.0
COc1cccc2c(=O)c3c(O)cc(O)cc3oc12,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,COc1cccc2c(=O)c3c(O)cc(OS(=O)(=O)C(F)(F)F)cc3oc12,60.0
CNC1CN(C(=O)C2CCN(C(=O)C3(C)CC3)CC2)CC1c1ccc(Cl)c(Cl)c1,O=C(O)c1ccc(Cl)c(C(F)(F)F)c1,CN(C(=O)c1ccc(Cl)c(C(F)(F)F)c1)C1CN(C(=O)C2CCN(C(=O)C3(C)CC3)CC2)CC1c1ccc(Cl)c(Cl)c1,88.8
C[N+](=O)[O-],Cc1cc(Cl)ccc1C=O,Cc1cc(Cl)ccc1/C=C/[N+](=O)[O-],65.0
CC[Zn]CC,CN(C(=O)c1ccc(Cl)c(Br)c1)C1CN(C(=O)C2CCN(C(=O)C3(C)CC3)CC2)CC1c1ccc(Cl)c(Cl)c1,CCc1cc(C(=O)N(C)C2CN(C(=O)C3CCN(C(=O)C4(C)CC4)CC3)CC2c2ccc(Cl)c(Cl)c2)ccc1Cl,80.5
CC(=O)OC(C)=O,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C(C)=O)CC3,81.9
CC(=O)CCl,Nc1ccnc(N)c1Br,Cc1cn2ccc(N)c(Br)c2n1,90.0
C=CCBr,Cc1cn2ccc(N)c(I)c2n1,C=CCNc1ccn2cc(C)nc2c1I,54.2
Cc1ccc(C#N)c2ccccc12,O=C1CCC(=O)N1Br,N#Cc1ccc(CBr)c2ccccc12,74.7
O=C(O)CN(C1(c2ccc(Br)cc2)CCC1)S(=O)(=O)c1ccc(OC(F)F)cc1,OB(O)c1cncnc1,O=C(O)CN(C1(c2ccc(-c3cncnc3)cc2)CCC1)S(=O)(=O)c1ccc(OC(F)F)cc1,16.0
CCOC(=O)c1cc(-c2ccccn2)no1,Cc1ccc(/C(N)=N/O)cc1,Cc1ccc(-c2noc(-c3cc(-c4ccccn4)no3)n2)cc1,93.6
Fc1nc(F)nc(F)n1,O=C(O)c1noc(-c2ccccn2)c1C(F)(F)F,O=C(F)c1noc(-c2ccccn2)c1C(F)(F)F,88.1
COCCOCCl,COc1cc(O)ccc1C=O,COCCOCOc1ccc(C=O)c(OC)c1,95.5
CCc1cc(C(=O)NCc2cccc(O)c2)sc1C(=O)N[C@@H](CN)C(=O)OC,O=C(O)c1cccs1,CCc1cc(C(=O)NCc2cccc(O)c2)sc1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)OC,31.5
COC(=O)c1sc(C)cc1Br,O=C1CCC(=O)N1Br,COC(=O)c1sc(CBr)cc1Br,45.0
C1COCCN1,CN(C)CCS(=O)(=O)c1cccc(N)c1,O=S(=O)(CCN1CCOCC1)c1cccc(Nc2ccccc2)c1,98.7
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N)CC1,CCOC(=S)Nc1cc(Nc2ncc3c(n2)N(C(C)C)CC(=O)N3C)cc(S(C)(=O)=O)c1,CC(C)N1CC(=O)N(C)c2cnc(Nc3cc(NC(=O)NC4CCC(NC(=O)OC(C)(C)C)CC4)cc(S(C)(=O)=O)c3)nc21,99.0
BrP(Br)Br,Cc1c(Cl)cccc1CO,Cc1c(Cl)cccc1CBr,71.0
CSc1nc(N)c(C(N)=O)s1,O=CO,CSc1nc2[nH]cnc(=O)c2s1,84.0
C1COCCN1,CSC(=NC#N)SC,CSC(=NC#N)N1CCOCC1,84.0
Fc1ncc(Cl)cc1Br,OB(O)c1ccc(Cl)cc1,Fc1ncc(Cl)cc1-c1ccc(Cl)cc1,95.7
O=C(O)c1cnc(Br)c(-c2ccc(Cl)cc2)n1,OCC1CC1,O=C(O)c1cnc(OCC2CC2)c(-c2ccc(Cl)cc2)n1,86.3
O=C(O)CC(=O)O,Oc1c(Cl)cc(Cl)cc1Cl,O=C(CC(=O)Oc1c(Cl)cc(Cl)cc1Cl)Oc1c(Cl)cc(Cl)cc1Cl,95.0
C1COCCN1,COc1cc(OC)c2c(=O)oc(-c3cc(C)c(OCCCl)c(C)c3)cc2c1,COc1cc(OC)c2c(=O)oc(-c3cc(C)c(OCCN4CCOCC4)c(C)c3)cc2c1,31.8
CCOCC,Cc1cccc(O)c1C(=O)O,CC(=O)c1c(C)cccc1O,67.0
COc1ccc(-c2sc(C(=O)O)cc2-c2ccc(Cl)cc2Cl)cc1,NC(=O)C1(c2ccccc2)CCNCC1,COc1ccc(-c2sc(C(=O)N3CCC(C(N)=O)(c4ccccc4)CC3)cc2-c2ccc(Cl)cc2Cl)cc1,90.0
C[N+](C)(C)C[C@H](N)CC(=O)[O-],O=C=Nc1ccc(C(F)(F)F)cc1Cl,C[N+](C)(C)C[C@@H](CC(=O)[O-])NC(=O)Nc1ccc(C(F)(F)F)cc1Cl,18.0
CCCCCCOc1cccc(OCCCCC=O)c1,CN,CCCCCCOc1cccc(OCCCCCNC)c1,23.0
CCCCCCC#Cc1cccc(N)c1,C[O-],CCCCCCC#Cc1cccc(NC)c1,64.0
CCc1cc(C(=N)NO)cc(C)c1OC[C@@H](O)CNC(=O)CO,CCc1cc(C=O)cc(C(=O)O)c1,CCc1cc(C=O)cc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3)no2)c1,34.1
Cc1cc(C)c(CNC(=O)c2cc(Br)cc(N(C)C3CCOCC3)c2C)c(=O)[nH]1,O=Cc1ccc(B(O)O)cn1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(C=O)nc3)cc(N(C)C3CCOCC3)c2C)c(=O)[nH]1,66.6
CCN(c1cc(Br)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,O=Cc1ccc(B(O)O)cc1,CCN(c1cc(-c2ccc(C=O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,69.8
COC(=O)c1c(C)c(N)cc(Br)c1F,O=C1CCOCC1,COC(=O)c1c(C)c(NC2CCOCC2)cc(Br)c1F,82.2
CC1(C)OB(c2ccc(C=O)nc2)OC1(C)C,CCN(c1cc(Br)cc(C(=O)NCc2c(C(C)C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(C=O)nc2)cc(C(=O)NCc2c(C(C)C)cc(C)[nH]c2=O)c1C)C1CCOCC1,66.5
CCS(=O)(=O)N1CCNCC1,Nc1ncc(Br)nc1C(=O)Nc1ccccc1,CCS(=O)(=O)N1CCN(c2cnc(N)c(C(=O)Nc3ccccc3)n2)CC1,58.0
C1CNCCN1,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(Br)nc1-c1cc2ccccc2n1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(N2CCNCC2)nc1-c1cc2ccccc2n1C(=O)OC(C)(C)C,100.0
CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(Br)nc1-c1nnc(-c2ccccc2)o1,CCS(=O)(=O)N1CC2CNCC2C1,CCS(=O)(=O)N1CC2CN(c3cnc(N)c(-c4nnc(-c5ccccc5)o4)n3)CC2C1,43.8
O=C(Cl)OCc1ccccc1,O=C1CC[C@H]2CN(Cc3ccccc3)C[C@@H]12,O=C1CC[C@H]2CN(C(=O)OCc3ccccc3)C[C@@H]12,47.0
CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(Br)nc1-c1nnc(-c2ccccc2)o1,c1ccncc1,C=Cc1cnc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c(-c2nnc(-c3ccccc3)o2)n1,100.0
COc1ccc(CBr)cc1,O=C1c2ccccc2C(=O)N1O,O=C1c2ccccc2C(=O)N1OCc1ccccc1,58.0
CC(C)(C)OC(=O)N1CCC(O)CC1,O=C1c2ccccc2C(=O)N1O,CC(C)(C)OC(=O)N1CCC(ON2C(=O)c3ccccc3C2=O)CC1,59.0
COC(=O)CO/N=C(\C)c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,N,C/C(=N\OCC(N)=O)c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,16.0
C#CC1CCCC1,COC(=O)Cl,COC(=O)C#CC1CCCC1,96.0
CCN=C=O,CCOC(=O)c1cn(-c2ccc(Cl)c(F)c2)c(C(=O)OC(C)(C)C)c1N,CCNC(=O)Nc1cn(-c2ccc(Cl)c(F)c2)cc1C(=O)OCC,76.0
CN,CO/N=C(/C(=O)OC)c1ccccc1COc1cccc(C=C(Cl)Cl)c1,CNC(=O)/C(=N/OC)c1ccccc1COc1cccc(C=C(Cl)Cl)c1,89.0
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1,Clc1nc(Cl)nc(Nc2cc(C3CC3)n[nH]2)n1,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Cl)nc(Nc2cc(C3CC3)n[nH]2)n1,67.1
CC(O)C(F)(F)F,N#Cc1ccc(F)cc1,CC(Oc1ccc(C#N)cc1)C(F)(F)F,78.0
CC(C)(C)C(=O)O,OCc1cccnc1,CC(C)(C)c1ccc(C=O)cn1,43.0
CCOC(=O)c1cc2cccnc2nc1Cl,CN,CCOC(=O)c1cc2cccnc2nc1NC,62.0
CC(=O)CC(=O)NCc1ccc(C(C)(C)C)cc1,Nc1ncc(Br)cc1C=O,Cc1nc2ncc(Br)cc2cc1C(=O)NCc1ccc(C(C)(C)C)cc1,54.5
CC(Br)CO,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CC(CO)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,25.0
C[C@@H]1CN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CCN1,OCCBr,C[C@@H]1CN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CCN1CCO,68.4
CC(C)(C)OC(=O)N1CCN(c2cnc(N)cn2)CC1,CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1,CN(C)C(=O)c1cc2cnc(Nc3cnc(N4CCNCC4)cn3)nc2n1C1CCCC1,55.1
CC(C)(C)OC(=O)N1CCNC(=O)C1,O=[N+]([O-])c1ccc(Br)cn1,CC(C)(C)OC(=O)N1CCN(c2ccc([N+](=O)[O-])nc2)C(=O)C1,77.0
C[Si](C)(C)CCOCn1ccc2c(-c3cn[nH]c3)ncnc21,N#CC=Cc1cncc(N2CCOCC2)c1,C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C(CC#N)c4cncc(N5CCOCC5)c4)c3)ncnc21,100.0
N#CCC(n1cc(-c2ncnc3[nH]ccc23)cn1)C1(CN)CCCC1,O=C(Cl)c1ccccc1,N#CCC(n1cc(-c2ncnc3[nH]ccc23)cn1)C1(CNC(=O)c2ccccc2)CCCC1,27.0
CC[C@H](N)CO,Cc1onc(-c2ccccn2)c1COc1ccc(C(=O)O)nc1,CC[C@@H](CO)NC(=O)c1ccc(OCc2c(-c3ccccn3)noc2C)cn1,72.0
CCOC(=O)c1ccc(O)cn1,OCc1c(-c2ccc(F)cc2)noc1/C=C/c1ccccc1,CCOC(=O)c1ccc(OCc2c(-c3ccc(F)cc3)noc2/C=C/c2ccccc2)cn1,47.5
NN1CCOCC1,O=C(O)c1ccc(OCc2c(-c3ccc(F)cc3)noc2CO)cn1,O=C(NN1CCOCC1)c1ccc(OCc2c(-c3ccc(F)cc3)noc2CO)cn1,41.0
O=C(CBr)Cc1c(F)cccc1Cl,c1ccc(Cc2ccccn2)cc1,Fc1cccc(Cl)c1Cc1cn2ccccc2c1-c1ccccc1,76.3
Cc1c(F)cccc1Cc1c(-c2ccccc2)c2cc(C=O)cnn2c1C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,O=C(OO)c1cccc(Cl)c1,Cc1c(F)cccc1Cc1c(-c2ccccc2)c2cc(O)cnn2c1C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,46.6
CC(C)(C)c1ccc(B2OC(C)(C)C(C)(C)O2)s1,COC(=O)c1ccnc(Cl)c1,COC(=O)c1ccnc(-c2ccc(C(C)(C)C)s2)c1,76.0
COC(=O)C1CCNC(c2cc(F)c(F)c(F)c2)C1,COC(=O)Cl,COC(=O)C1CCN(C(=O)OC)C(c2cc(F)c(F)c(F)c2)C1,94.2
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,Cc1cc(Br)ccc1C(F)(F)F,Cc1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(F)(F)F,42.0
COC(=O)C1CCNC(c2ccc(C(F)(F)F)cc2F)C1,COC(=O)Cl,COC(=O)C1CCN(C(=O)OC)C(c2ccc(C(F)(F)F)cc2F)C1,91.2
CO,COC(=O)c1ccncc1,COC(=O)c1ccnc(CO)c1,32.0
COC(=O)c1ccnc(Cl)c1,FC(F)(F)Oc1ccc(C[Zn+])cc1,COC(=O)c1ccnc(Cc2ccc(OC(F)(F)F)cc2)c1,92.3
O=C(O)C1CCNC(Cc2ccc(Cl)cc2)C1,O=C([O-])O,COC(=O)C1CCNC(Cc2ccc(Cl)cc2)C1,87.0
COC(=O)c1ccnc(Cl)c1,Fc1cc(F)cc(C[Zn+])c1,COC(=O)c1ccnc(Cc2cc(F)cc(F)c2)c1,86.4
CCOC(=O)CC(=O)[C@H]1CCN(C(=O)OC)[C@@H](C(F)F)C1,NO,COC(=O)N1CC[C@H](c2cc(=O)[nH]o2)C[C@@H]1C(F)F,52.4
CCOC(=O)CC(=O)[C@@H]1CCN(C(=O)OC)[C@@H](Cc2cc(F)cc(F)c2)C1,NO,COC(=O)N1CC[C@@H](c2cc(=O)[nH]o2)C[C@@H]1Cc1cc(F)cc(F)c1,76.0
