,reactant_1,reactant_2,product,Yield
22188,C#C[Si](C)(C)C,COC(=O)c1cc(I)c(C2CCC2)cc1C,COC(=O)c1cc(C#C[Si](C)(C)C)c(C2CCC2)cc1C,97.3
22189,COc1ccc(N)cc1CCc1cccc(NC(=O)OC(C)(C)C)c1,Clc1ncc(Cl)c(Cl)n1,COc1ccc(Nc2nc(Cl)ncc2Cl)cc1CCc1cccc(NC(=O)OC(C)(C)C)c1,95.8
22190,C#Cc1cccc(N)c1,CC(C)(C)NS(=O)(=O)c1cc(Br)cc([N+](=O)[O-])c1,CC(C)(C)NS(=O)(=O)c1cc(C#Cc2cccc(N)c2)cc([N+](=O)[O-])c1,32.0
22191,C#C[Si](C)(C)C,CC(C)(C)OC(=O)Nc1cncc(Br)c1,CC(C)(C)OC(=O)Nc1cncc(C#C[Si](C)(C)C)c1,63.0
22193,C#Cc1cccc(N)c1,CC(C)(C)OC(=O)Nc1ccnc(I)c1,CC(C)(C)OC(=O)Nc1ccnc(C#Cc2cccc(N)c2)c1,89.0
22194,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,Nc1cc(Br)ccn1,CC(C)(C)OC(=O)Nc1cc(Br)ccn1,92.0
22195,CC(C)(C)OC(=O)Nc1cncc(CCc2cc(N)ccc2NC(=O)OC(C)(C)C)c1,Cc1cnc(Cl)nc1Cl,Cc1cnc(Cl)nc1Nc1ccc(NC(=O)OC(C)(C)C)c(CCc2cncc(NC(=O)OC(C)(C)C)c2)c1,9.0
22196,CC(C)(C)OC(=O)Nc1cccc(CCc2cc(N)ccc2NC(=O)OC(C)(C)C)c1,Cc1cnc(Cl)nc1Cl,Cc1cnc(Cl)nc1Nc1ccc(NC(=O)OC(C)(C)C)c(CCc2cccc(NC(=O)OC(C)(C)C)c2)c1,50.1
22198,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,Nc1cccc(SCCOc2cccc([N+](=O)[O-])c2)c1,CC(C)(C)OC(=O)Nc1cccc(SCCOc2cccc([N+](=O)[O-])c2)c1,98.0
22200,O=C([O-])[O-],O=C1COc2ncc(Br)cc2N1,CN1C(=O)COc2ncc(Br)cc21,62.9
22202,NCCC1(N)CC[C@@H](C(=O)OCc2ccccc2)C1,O=C(n1ccnc1)n1ccnc1,O=C1NCCC2(CC[C@@H](C(=O)OCc3ccccc3)C2)N1,60.7
22203,CCOC(=O)C1CCCC1=O,OCc1ccccc1,O=C1CCCC1C(=O)OCc1ccccc1,93.1
22205,CC1(C)OCC(=O)N[C@](C)(c2cc(Br)ccc2F)C1(F)F,OB(O)c1cncnc1,CC1(C)OCC(=O)N[C@](C)(c2cc(-c3cncnc3)ccc2F)C1(F)F,85.0
22206,CC1(C)OCC(=O)N[C@](C)(c2cc(Br)ccc2F)C1(F)F,Cc1ccc(S(=O)(=O)NN=C2CCOCC2)cc1,CC1(C)OCC(=O)N[C@](C)(c2cc(C3=CCOCC3)ccc2F)C1(F)F,50.0
22207,CC1(C)OCC(=O)N[C@](C)(c2cc(-c3nc4cc(F)c(F)cc4o3)c(F)cc2F)C1(F)F,COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1,CC1(C)OCC(=S)N[C@](C)(c2cc(-c3nc4cc(F)c(F)cc4o3)c(F)cc2F)C1(F)F,62.0
22208,COc1cc2nccc(O)c2cc1OC,O=P(Cl)(Cl)Cl,COc1cc2nccc(Cl)c2cc1OC,73.4
22209,O=C1C(Br)=C(c2ccc(F)cc2)c2ccc(OCCN3CCOCC3)cc21,OB(O)c1ccc(F)c(F)c1,O=C1C(c2ccc(F)c(F)c2)=C(c2ccc(F)cc2)c2ccc(OCCN3CCOCC3)cc21,81.0
22210,CN(C)CCCO,O=C1C(c2cccnc2)=C(c2ccccc2)c2ccc(O)cc21,CN(C)CCCOc1ccc2c(c1)C(=O)C(c1cccnc1)=C2c1ccccc1,30.0
22211,CN(C)CCCO,O=C1C(Br)=C(c2cc(F)cc(F)c2)c2ccc(O)cc21,CN(C)CCCOc1ccc2c(c1)C(=O)C(Br)=C2c1cc(F)cc(F)c1,86.0
22212,O=C1CC(c2cccc(F)c2)c2ccc(O)cc21,O=C1CC(c2ccccc2)c2ccc(O)cc21,CC(=O)Oc1ccc2c(c1)C(=O)CC2c1cccc(F)c1,92.0
22214,CS(=O)(=O)N1CCN(CCOc2ccc3c(c2)C(=O)C(Br)=C3c2cc(F)cc(F)c2)CC1,OB(O)c1cnc2ccccc2c1,CS(=O)(=O)N1CCN(CCOc2ccc3c(c2)C(=O)C(c2cnc4ccccc4c2)=C3c2cc(F)cc(F)c2)CC1,62.0
22215,CS(=O)(=O)Cl,Cc1ccc(C2=C(c3cc(F)cc(F)c3)c3ccc(OCCCN4CCNCC4)cc3C2=O)cc1,Cc1ccc(C2=C(c3cc(F)cc(F)c3)c3ccc(OCCCN4CCN(S(C)(=O)=O)CC4)cc3C2=O)cc1,74.0
22217,CC(C)(C#N)c1cc(B2OC(C)(C)C(C)(C)O2)ccn1,CN(Cc1ccc(-c2nnc(-c3nc(Br)cnc3N)o2)cc1)C(=O)OC(C)(C)C,CN(Cc1ccc(-c2nnc(-c3nc(-c4ccnc(C(C)(C)C#N)c4)cnc3N)o2)cc1)C(=O)OC(C)(C)C,100.0
22218,C[C@]1(N2C(=O)c3ccc(CN)cc3C2=O)CCC(=O)NC1=O,O=C(O)c1ccc(Br)cn1,C[C@]1(N2C(=O)c3ccc(CNC(=O)c4ccc(Br)cn4)cc3C2=O)CCC(=O)NC1=O,57.0
22219,NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,O=C(O)Cc1ccc(SC(F)(F)F)cc1,O=C(Cc1ccc(SC(F)(F)F)cc1)NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,46.0
22220,COC(=O)c1ccc(Br)cc1CBr,NC1CCC(=O)NC1=O,O=C1CCC(N2Cc3cc(Br)ccc3C2=O)C(=O)N1,20.2
22221,Cc1cc(C)cc(N=C=O)c1,NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Cc1cc(C)cc(NC(=O)NCc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,67.0
22222,CC(C)(C)c1ccc(N=C=O)cc1,NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,CC(C)(C)c1ccc(NC(=O)NCc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1,76.0
22223,NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,O=C=Nc1ccccc1Cl,O=C1CCC(N2Cc3cc(CNC(=O)Nc4ccccc4Cl)ccc3C2=O)C(=O)N1,97.0
22224,NCc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,O=C=NC1CCCCC1,O=C1CCC(N2C(=O)c3ccc(CNC(=O)NC4CCCCC4)cc3C2=O)C(=O)N1,77.0
22225,O=C(NC(c1ccccc1)c1cccc(OCCc2ccc(Br)cc2)c1)O[C@H]1CN2CCC1CC2,O=Cc1ccc(B(O)O)cc1,O=Cc1ccc(-c2ccc(CCOc3cccc(C(NC(=O)O[C@H]4CN5CCC4CC5)c4ccccc4)c3)cc2)cc1,41.5
22226,CC[C@@H](Nc1cnc(C#N)c(Cl)n1)C(N)=O,Nc1ccc2c(c1)CCC(=O)N2,CC[C@@H](Nc1cnc(C#N)c(Nc2ccc3c(c2)CCC(=O)N3)n1)C(N)=O,59.0
22230,C=Cc1nc(Cl)nc(Cl)c1OC,CO,COc1c(Cl)nc(Cl)nc1C=O,100.0
22231,CCCC(=O)N1CCC[C@H](COc2cccc(N)c2C#N)C1,NS(=O)(=O)Cl,CCCC(=O)N1CCC[C@H](COc2cccc(NS(N)(=O)=O)c2C#N)C1,82.0
22233,NC1=NS(=O)(=O)Nc2cccc(OC[C@H]3CCCC[NH2+]3)c21,O=C(O)C1CCCC1,NC1=NS(=O)(=O)Nc2cccc(OC[C@H]3CCCCN3C(=O)C3CCCC3)c21,25.0
22234,CC(C)CC(=O)Cl,O=C(O)[C@@H]1CCCNC1,CC(C)CC(=O)N1CCC[C@@H](C(=O)O)C1,76.6
22235,CC(C)CC(=O)Cl,OCC1CCCNC1,CC(C)CC(=O)N1CCCC(CO)C1,94.0
22236,CN,O=CC1(c2cccc(C(F)(F)F)c2)CCCCC1,CNCC1(c2cccc(C(F)(F)F)c2)CCCCC1,45.0
22237,Br[Mg]CCC1OCCCO1,CC(C)(C)[S@@](=O)/N=C/C1(c2ccc3ccccc3c2)CCCCC1,CC(C)(C)[S@@](=O)NC(CCC1OCCCO1)C1(c2ccc3ccccc3c2)CCCCC1,83.0
22238,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)C(=O)O,CCN=C=NCCCN(C)C,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)C(=O)NCCC#N,97.0
22239,CC(C)(C)OC(=O)N1CCC(=O)CC1,NC1CC1,CC(C)(C)OC(=O)N1CCC(NC2CC2)CC1,79.3
22242,Nc1ccccc1,O=Cc1ccccc1O,Oc1ccccc1C=Nc1ccccc1,42.7
22243,CC(C)Nc1nccnc1Cl,Cc1cccc(N)c1,Cc1cccc(Nc2nccnc2NC(C)C)c1,87.3
22244,CS(=O)(=O)OCCOCCOCCOCCOS(C)(=O)=O,[N-]=[N+]=[N-],CS(=O)(=O)OCCOCCOCCOCCN=[N+]=[N-],47.1
22245,ClCCN1CCn2c1nc1ccccc12,Cn1cc(O)c(=O)c(-c2ccnn2-c2ccccc2)n1,Cn1cc(OCCN2CCn3c2nc2ccccc23)c(=O)c(-c2ccnn2-c2ccccc2)n1,66.8
22246,C1CNCCN1,COc1c(Cl)ccnc1C,COc1c(N2CCNCC2)ccnc1C,94.1
22248,CON(C)C(C)=O,Clc1nc(N2CCOCC2)c2ncn(C3CCCCO3)c2n1,CC(=O)c1nc2c(N3CCOCC3)nc(Cl)nc2n1C1CCCCO1,83.0
22250,CCOC(OCC)OCC,Clc1nc[nH]c2nccc1-2,CCOC(OCC)n1ccc2c(Cl)ncnc21,94.0
22251,COc1cc(C2NC(=O)c3ccccc3N2)ccc1OCCCCCBr,COc1ccc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)no2)cc1O,COc1cc(C2NC(=O)c3ccccc3N2)ccc1OCCCCCOc1cc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)no2)ccc1OC,80.0
22256,CCCCC(CC)C(=O)O,Cc1cc(CCl)c(O)c(-n2nc3ccccc3n2)c1,CCCCC(CC)C(=O)OCc1cc(C)cc(-n2nc3ccccc3n2)c1O,89.0
22257,CC(C)(C)CC(C)(C)c1cc(CCl)c(O)c(-n2nc3ccccc3n2)c1,CC(C)CCO,CC(C)CCOCc1cc(C(C)(C)CC(C)(C)C)cc(-n2nc3ccccc3n2)c1O,64.7
22258,O=C(O)C1C2C=CC(C2)C1C(=O)O,O=C1C=CC(=O)O1,C1=CC2C(C1)[C@@H]1C=C[C@H]2C1,49.0
22259,CCc1cc(CC)c(-c2c(S(C)=O)c(C(F)(F)F)nn(C)c2=O)c(CC)c1,CN1CCCC1=O,CCc1cc(CC)c(-c2c(O)c(C(F)(F)F)nn(C)c2=O)c(CC)c1,54.1
22260,CC(=O)CS(C)=O,CCc1cc(C)cc(CC)c1C(=O)C(=O)N(C)N,CCc1cc(C)cc(CC)c1C(=O)C(=O)N(C)N=C(C)CS(C)=O,17.0
22261,CCc1cc(C)cc(CC)c1C(=O)C(=O)N(C)N,CO,C=NN(C)C(=O)C(=O)c1c(CC)cc(C)cc1CC,92.5
22263,CNCc1ccccc1,O=C(Cl)CCl,CN(Cc1ccccc1)C(=O)CCl,63.2
22264,CC(=O)O,COc1ccc(C(=O)c2ccc(Cl)cc2)c(Cl)c1,O=C(c1ccc(Cl)cc1)c1ccc(O)cc1O,100.0
22265,C#CC(C)(C)C,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3)ccc1Oc1ncc(Br)cc12,CC(C)(C)C#Cc1cnc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2,64.6
22266,CC#Cc1cncc(Cl)n1,COc1cc(F)c2c(c1)[C@]1(COC(N)=N1)c1cc(B3OC(C)(C)C(C)(C)O3)ccc1O2,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(OC)cc(F)c2O3)n1,30.7
22267,CC1(C)OB(C2=CCCOC2)OC1(C)C,NC1=N[C@@]2(CS1)c1cc(-c3cncc(F)c3)ccc1Oc1ncc(Br)cc12,NC1=N[C@@]2(CS1)c1cc(-c3cncc(F)c3)ccc1Oc1ncc(C3=CCCOC3)cc12,50.0
22268,Cc1occc(=O)c1O,O=S(=O)(Cl)c1ccccc1,Cc1occc(=O)c1OS(=O)(=O)c1ccccc1,71.0
22270,C=C[C@@H](CCO)NC(=O)OC(C)(C)C,Clc1ncnc2[nH]cc(I)c12,C=C[C@@H](CCn1cc(I)c2c(Cl)ncnc21)NC(=O)OC(C)(C)C,91.2
22273,CC(C)(C)OC(=O)N1CCNCC1,COc1cnc(Cl)nc1,COc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)nc1,40.4
22275,N#Cc1cccnc1N1CCNCC1,O=C(Cl)Cn1nc(-c2ccc(F)cc2)nc1-c1ccc(F)cc1,N#Cc1cccnc1N1CCN(C(=O)Cn2nc(-c3ccc(F)cc3)nc2-c2ccc(F)cc2)CC1,29.6
22276,CC(=O)NCC(=O)O,CS(=O)(=O)c1cccc(-c2cccc3nc(N)nn23)c1,CC(=O)NCC(=O)Nc1nc2cccc(-c3cccc(S(C)(=O)=O)c3)n2n1,81.9
22278,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,O=Cc1ccc(N2CCNCC2)s1,CC(C)(C)OC(=O)N1CCN(c2ccc(C=O)s2)CC1,100.0
22279,CN(CCCl)CCCl,Nc1ncc(C=O)s1,CN1CCN(c2ncc(C=O)s2)CC1,50.9
22280,O=C1CCC(=O)N1Br,O=Cc1ccc(CO)o1,O=Cc1ccc(CBr)o1,87.0
22282,CC(C)(C)OC(=O)NC1CCNCC1,COC(=O)c1ccc(S(=O)(=O)Cl)cc1F,COC(=O)c1ccc(S(=O)(=O)N2CCC(NC(=O)OC(C)(C)C)CC2)cc1F,94.1
22283,CC(C)(C)OC(=O)NC1CCNCC1,O=S(=O)(Cl)c1ccc(CBr)cc1,CC(C)(C)OC(=O)NC1CCN(S(=O)(=O)c2ccc(CBr)cc2)CC1,70.0
22284,CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,O=[N+]([O-])c1ccc(Br)cn1,CC(C)(C)OC(=O)N1CC=C(c2ccc([N+](=O)[O-])nc2)CC1,48.7
22285,CC(C)(C)c1cc(F)c2c(=O)[nH]ncc2c1,O=Cc1c(I)ccnc1Cl,CC(C)(C)c1cc(F)c2c(=O)n(-c3ccnc(Cl)c3C=O)ncc2c1,52.0
22286,CC(C)(C#N)c1cc(F)c2c(=O)[nH]ccc2c1,O=Cc1c(I)ccnc1F,CC(C)(C#N)c1cc(F)c2c(=O)n(-c3nccc(I)c3C=O)ccc2c1,51.9
22288,CC(=O)C(Cl)C(C)=O,CC(=O)Oc1ccc(NN)c(O)c1,CC(=O)Oc1ccc(-n2nc(C)c(Cl)c2C)c(O)c1,4.2
22290,COc1c(C#N)csc1-c1ccc2c(c1)CCO2,COc1c(C(C)=O)csc1-c1ccc2c(c1)CCCC2,COc1c(C(C)=O)csc1-c1ccc2c(c1)CCO2,87.0
22292,N#Cc1ccc(Cl)nc1,O=C(Nc1nc(-c2ccco2)c(-c2ccncc2)s1)C1CCNCC1,N#Cc1ccc(N2CCC(C(=O)Nc3nc(-c4ccco4)c(-c4ccncc4)s3)CC2)nc1,50.0
22294,C1CCC2OC2C1,CCn1cccn1,CCn1nccc1[C@H]1CCCC[C@@H]1O,57.0
22295,COc1ccc(CNc2ccnc(F)n2)c(OC)c1,O=S(=O)(Cl)c1cc(F)c(F)cc1F,COc1ccc(CN(c2ccnc(F)n2)S(=O)(=O)c2cc(F)c(F)cc2F)c(OC)c1,63.3
22299,CC1(C)OB(C2=CCCCC2)OC1(C)C,Cc1ncccc1Br,Cc1ncccc1C1=CCCCC1,85.0
22302,Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(N)(=O)=O)c(F)c1,Fc1ccnc(F)n1,Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccnc(F)n2)c(F)c1,51.0
22303,CC(C)(C)OC(=O)Nc1cscn1,O=S(=O)(Cl)c1c(F)cc(F)cc1F,CC(C)(C)OC(=O)N(c1cscn1)S(=O)(=O)c1c(F)cc(F)cc1F,78.0
22304,COc1ccc(CNc2nncs2)c(OC)c1,Cc1cc(S(=O)(=O)Cl)c(F)cc1F,COc1ccc(CN(c2nncs2)S(=O)(=O)c2cc(C)c(F)cc2F)c(OC)c1,66.0
22305,CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F,Cn1nccc1[C@H]1CC[C@H](O)C[C@@H]1OC(=O)c1ccccc1,Cn1nccc1[C@H]1CC[C@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1OC(=O)c1ccccc1,82.0
22307,CC1(C)COB(B2OCC(C)(C)CO2)OC1,OC1(c2ccc(Br)cc2)CCC1,CC1(C)COB(c2ccc(C3(O)CCC3)cc2)OC1,76.0
22308,CC1(C)COB(c2ccc(C3(O)CCC3)cc2)OC1,O=Cc1c[nH]c2cc(Cl)c(Br)cc12,O=Cc1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,64.2
22309,CC(=O)NCCOc1ccc(Br)cc1,CC1(C)COB(B2OCC(C)(C)CO2)OC1,CC(=O)NCCOc1ccc(B2OCC(C)(C)CO2)cc1,44.0
22310,COC(=O)N1CCC(c2ccc(-c3cc4c(C=O)c[nH]c4cc3Cl)cc2)C1,[O-][Cl+][O-],COC(=O)N1CCC(c2ccc(-c3cc4c(C(=O)O)c[nH]c4cc3Cl)cc2)C1,46.3
22311,CC(=O)N1CCC(c2ccc(-c3cc4c(C=O)c[nH]c4cc3Cl)cc2)C1,[O-][Cl+][O-],CC(=O)N1CCC(c2ccc(-c3cc4c(C(=O)O)c[nH]c4cc3Cl)cc2)C1,40.1
22312,Brc1ccc(C2CCNC2)cc1,CS(=O)(=O)Cl,CS(=O)(=O)N1CCC(c2ccc(Br)cc2)C1,100.0
22313,CC(C)(CO)CBr,Oc1ccc(Br)cc1,CC(C)(CO)COc1ccc(Br)cc1,29.0
22314,N#Cc1cc2[nH]cc(C=O)c2cc1-c1ccc(C2(CO)CC2)cc1,[O-][Cl+][O-],N#Cc1cc2[nH]cc(C(=O)O)c2cc1-c1ccc(C2(CO)CC2)cc1,51.2
22315,COc1ccc(B(O)O)cc1,Cc1cc(Br)c(C#N)cc1[N+](=O)[O-],COc1ccc(-c2cc(C)c([N+](=O)[O-])cc2C#N)cc1,24.9
22316,COC(=O)c1c[nH]c2cc(Cl)c(B3OCC(C)(C)CO3)cc12,CS(=O)(=O)N1CCC1c1ccc(Br)cc1,COC(=O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCN4S(C)(=O)=O)cc3)cc12,62.0
22318,COC(=O)c1c[nH]c2cc(Cl)c(B3OCC(C)(C)CO3)cc12,COc1cc(Br)ccc1C(C)(C)CO,COC(=O)c1c[nH]c2cc(Cl)c(-c3ccc(C(C)(C)CO)c(OC)c3)cc12,56.0
22322,O=Cc1c[nH]c2cc(Cl)c(-c3ccc(OCC4COC4)cc3)cc12,[O-][Cl+][O-],O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(OCC4COC4)cc3)cc12,35.0
22323,C[Si](C)(C)CCOCCl,Cc1cc2[nH]ncc2cc1Br,Cc1cc2nn(COCC[Si](C)(C)C)cc2cc1Br,79.0
22324,O=C(O)c1n[nH]c2cc(Cl)c(Br)cc12,OB(O)c1ccc2c(c1)CCO2,O=C(O)c1n[nH]c2cc(Cl)c(-c3ccc4c(c3)CCO4)cc12,22.0
22325,Brc1ccc(C2CCOCC2)cc1,O=S(=O)(O)c1c[nH]c2cc(Cl)c(Br)cc12,O=S(=O)(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCOCC4)cc3)cc12,3.3
22326,CC1(C)OB(c2ccc(-c3ccccc3O)cc2)OC1(C)C,O=Cc1c[nH]c2cc(F)c(Br)cc12,O=Cc1c[nH]c2cc(F)c(-c3ccc(-c4ccccc4O)cc3)cc12,24.1
22328,CC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)OS(C)(=O)=O,Oc1ccc(I)cc1,CC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)Oc1ccc(I)cc1,46.1
22331,CC(C)c1cccc(NC(=O)c2cccc(N3CCc4c(cncc4C(=O)O)C3)c2)c1,NCCCO,CC(C)c1cccc(NC(=O)c2cccc(N3CCc4c(cncc4C(=O)NCCCO)C3)c2)c1,37.5
22332,Nc1cc(Cl)ccc1S,O=Cc1cc(O)cc(O)c1,Oc1cc(O)cc(-c2nc3cc(Cl)ccc3s2)c1,52.5
22333,Nc1cc(Cl)ccc1S,O=Cc1cc(Br)c(O)c(Br)c1,Oc1c(Br)cc(-c2nc3cc(Cl)ccc3s2)cc1Br,18.1
22334,C[Si](C)(C)C(F)(F)F,O=Cc1ccc(Cl)nc1,OC(c1ccc(Cl)nc1)C(F)(F)F,99.3
22335,CC(C)(C)c1cccc2ccc(-c3nnc4ccc(C(=O)O)cn34)nc12,CNOC,CON(C)C(=O)c1ccc2nnc(-c3ccc4cccc(C(C)(C)C)c4n3)n2c1,80.6
22336,CN(C(=O)OC(C)(C)C)[C@H]1CCNC1,O=S(=O)(OC(c1ccc(Cl)nc1)C(F)(F)F)C(F)(F)F,CN(C(=O)OC(C)(C)C)[C@H]1CCN(C(c2ccc(Cl)nc2)C(F)(F)F)C1,67.0
22337,CCOC(=O)CC(=O)OCC,Cc1ccc2cccc(Br)c2n1,CCOC(=O)C(C(=O)OCC)c1cccc2ccc(C)nc12,82.54
22340,CCBr,Cc1ccc2cc(F)c(O)cc2n1,CCOc1cc2nc(C)ccc2cc1F,65.7
22341,CCOC(=O)C(=O)[O-],Cc1ccc2ccc(Br)c(C)c2n1,Cc1ccc2ccc(C(=O)O)c(C)c2n1,54.0
22343,CC(C)(C)OC(=O)N[C@H]1CCN([C@H](c2ccc3nnc(-c4ccc5cc(F)c(OCCO)cc5n4)n3c2)C(F)(F)F)C1,CC(C)C(=O)Cl,CC(C)C(=O)OCCOc1cc2nc(-c3nnc4ccc([C@@H](N5CC[C@H](NC(=O)OC(C)(C)C)C5)C(F)(F)F)cn34)ccc2cc1F,84.0
22344,C1COCCO1,CO[C@H](C)COc1cc2nc(C)ccc2cc1F,CO[C@H](C)COc1cc2nc(C=O)ccc2cc1F,74.0
22345,CC1(C)C2CC[C@@]1(C)C(C(=O)Cl)C2,COc1ccc([N+](=O)[O-])c(C(O)C(C)(C)C)c1,COc1ccc([N+](=O)[O-])c(C(OC(=O)C2CC3CC[C@]2(C)C3(C)C)C(C)(C)C)c1,85.0
22346,CC(C)(C)OC(=O)N1CC(=O)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21,CC(C)(C)OC(=O)N1Cc2cc(N)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21,CC(C)(C)OC(=O)N1Cc2cc(N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21,98.8
22348,CC(C)(C)OC(=O)N1CC(OS(=O)(=O)C(F)(F)F)=C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21,COC(=O)[C@@H]1Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2CN1C(=O)OC(C)(C)C,COC(=O)[C@@H]1Cc2ccc(C3=C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)cc2CN1C(=O)OC(C)(C)C,83.1
22349,C1COCCN1,C[C@@H](C(=O)N[C@H](C(=O)N1Cc2cc([C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)(C)C)N(C)C(=O)OC(C)(C)C,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc([C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCOCC1)C(C)(C)C,37.0
22350,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](c2ccc3c(c2)CN(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H](C(=O)N[C@@H]2CCOc4ccccc42)C3)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,N[C@@H](Cc1ccccc1)c1nnn[nH]1,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc([C@H]3C[C@@H](C(=O)N[C@@H](Cc4ccccc4)c4nnn[nH]4)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2CC1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,33.0
22351,CC(C)CON=C(C#N)C(=NOC(C)C)n1cncn1,NO,CC(C)CON=C(C(=N)NO)C(=NOC(C)C)n1cncn1,48.4
22352,CCOC(=O)CNC(=O)C(O)[C@H](COCc1ccccc1)NC(=O)[C@@H](N)CC(C)C,O=C(O)c1cccc2c1C(=O)c1ccccc1-2,CCOC(=O)CNC(=O)C(O)C(COCc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)c1cccc2c1C(=O)c1ccccc1-2,85.0
22353,CC(C)(C)CC(C)(C)NC(=O)C(O)[C@H](COCc1ccccc1)NC(=O)[C@@H](N)CC1CCCCC1,O=C(Cl)N1CCOCC1,CC(C)(C)CC(C)(C)NC(=O)C(O)[C@H](COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,66.4
22356,CC(=O)Oc1ccc(C(=O)Cl)cc1,COc1ccc2nc(-c3ccc(N)cc3)sc2c1,COc1ccc2nc(-c3ccc(NC(=O)c4ccc(OC(C)=O)cc4)cc3)sc2c1,94.3
22358,CNC,Cc1ccc2nc(-c3ccc(NC(=O)c4ccc(F)c(F)c4)cc3)cn2c1,Cc1ccc2nc(-c3ccc(NC(=O)c4ccc(N(C)C)c(F)c4)cc3)cn2c1,62.0
22359,COc1cc(F)c(C(=O)O)c(F)c1,Cc1ccc2nc(-c3ccc(N)cc3)cn2c1,COc1cc(F)c(C(=O)Nc2ccc(-c3cn4cc(C)ccc4n3)cc2)c(F)c1,45.5
22361,CC(C)(C)[O-],CC1(C)OC(NC2CCCCC2)=NS(=O)(=O)C1c1cccc(O)c1,COc1cccc(C2C(C)(C)OC(NC3CCCCC3)=NS2(=O)=O)c1,43.5
22368,CC(C)(C)CC=O,CC(C)Cc1cc(CNC(=O)C2C3CNCC32)nn1-c1ccccc1,CC(C)Cc1cc(CNC(=O)C2C3CN(CCC(C)(C)C)CC32)nn1-c1ccccc1,64.0
